"Date","AAPL","MSFT","GOOGL","AMZN","TSLA","NVDA","BRK.B","UNH","JNJ","V","PG","JPM","XOM","BAC","PFE","HD","MA","KO","DIS","NFLX"
"2014-01-02",-0.000361647575130909,0.000511460970872332,0.000785981894056289,0.000481736908256471,0.00521009415934822,3.16184635138775e-05,-0.000190128791196797,0.000531539603090998,0.000354464863634702,0.000342540187475081,1.25654958582196e-05,-3.03398060021818e-05,-0.00019990264707637,-0.000103540597747445,2.78775145496945e-06,0.000266853267490734,0.00091824852542166,-0.000367271020213645,0.000520402262615512,0.00476134345025609
"2014-02-03",0.000174249154844639,0.000700204014737986,0.000848422568363442,0.000140448202512791,0.00571435617583195,0.000381253093095081,-0.000256721468988567,0.000555130500172073,0.000235273882482727,0.000490383741181553,-0.000286995883568151,-1.64567254737589e-05,-0.000369388968659549,0.000645827113751505,2.61211574621717e-05,-3.67908195411761e-05,0.000640743436564004,-0.000443162810777882,0.000265136009669092,0.00318263617422904
"2014-03-05",0.000508077344858782,0.000636252733808033,0.000611440786625807,-4.5072111185344e-05,0.00700254257487457,0.000734753861825333,-0.000336350482806983,0.000945098527953307,0.00011880502228906,0.000350312849183226,-0.000348804159476696,-0.000143965586509946,-0.00036426591597339,0.00063887943800905,9.11022179678065e-05,5.82479183377968e-05,0.000519497553067686,-0.000577995255599561,0.000519521013785619,0.0028210879704006
"2014-04-03",0.000677858677808169,0.000927793780305976,0.000617799193522124,-0.00011026380065606,0.00648424589945431,0.000922112456983268,-0.000308935841252994,0.000417819238241693,0.00020466370591432,0.000144949637095175,-0.000211672347599682,-8.84783855343407e-05,-0.000258657365997253,0.000178599417949601,-2.30792556151193e-05,1.47397942827362e-05,0.000353469390755585,-0.000704760249252572,0.000486973682373276,0.00240254946900055
"2014-05-05",0.00119705472935946,0.000296926616905545,0.00028652152004145,-0.000140958313935758,0.00565789657229138,0.000598753851624843,-0.000175508073344878,0.000378470779585559,0.000200595752682971,-7.90552333833774e-05,-8.40192150048932e-05,-0.000404813025820136,5.65223220291547e-05,-0.000255445350293067,-0.000258908518260568,-0.000113362920907311,0.000403990610375959,-0.00047168122608333,0.000139182421277956,0.00155049177660742
"2014-06-04",0.00136091054580921,9.91663685066267e-05,0.000320299830710267,-0.00035557722156466,0.00295075176950733,0.000501212084231324,-0.000344687417325111,0.000446600829302824,0.000272313775337278,-8.44739646380255e-05,-0.000244756670070147,-0.000747595962173983,-0.000126953663998168,-0.000469190160564817,-0.000238694015531612,-0.000223578249602083,0.000306762589439293,-0.000521456140548875,0.000187016028961015,0.00209718316550703
"2014-07-03",0.00165142470005484,0.00017320156783133,0.000162602493431667,-0.000637492475841016,0.00229384311822796,0.000417320937582508,-0.00037572819148095,0.000215891468834752,0.000118892456892098,-0.000366248349859467,-0.000336186120959098,-0.000703100206230763,-0.000107792274411198,-0.000279318827957422,-0.000271236999755935,-0.000303160677125747,-0.000111619117672473,-0.000342234755328961,0.000150494467805614,0.00231906396276466
"2014-08-04",0.00141973558628077,0.000816301880643813,0.00041383749992634,-0.000559936580483986,0.00252038620576621,0.000394611382993537,-0.000195828322507034,8.52962908522222e-05,-0.000228596772048055,-2.07615727542355e-05,-0.000387951304726274,-0.000541880398676888,-0.000113512501404371,-0.00053541160440735,-0.000535176574533061,-0.00028829626522756,-8.55048991824064e-05,-0.000415926144811651,0.000430766741028331,0.00207826214425266
"2014-09-03",0.00127216702304777,0.000728157289541215,0.000322751180928211,-0.000502336054743975,0.00231034653382772,0.000397276048850609,-0.000106939232900965,-9.8933432957234e-05,3.59022236506886e-05,-0.000146567390060315,-0.000159853171436832,-0.000424024156541699,-0.000229614592835669,-0.000578650347381008,-0.000539361304979769,0.000286286314498054,-0.000297908562309513,-0.000148865466286562,0.000590815269118533,0.00173755602587929
"2014-10-02",0.00128071752159652,0.000714606417433374,0.000480616384067716,-0.000669773519874748,0.00220933915889158,0.000231372333185357,7.16625863832723e-05,-1.50775902391382e-05,0.000144047103581604,-0.00028945698500136,3.30440761814985e-05,-0.000150007378170083,-0.000262815817618963,0.000194602455845868,-0.000536500639285266,0.000495754540660672,-0.000449503167386291,0.000131781792702392,0.000465065330357143,0.00140872668668822
"2014-10-31",0.00119957692743263,0.000635553432587232,-0.00025237591470322,-0.00130080157714464,0.00177814339062327,0.000573643011756809,0.000222707756716457,0.0007730850744955,0.000111930431964882,0.000219600498606609,7.52955685773148e-05,8.57112530883819e-05,-0.000167477808990389,0.000300389072860134,-0.000539175785671147,0.000507294403006546,-9.04616968586715e-05,4.75811795552765e-05,0.000424034807520413,0.000543720704784788
"2014-12-02",0.001148179582588,0.000416971219663564,-0.00058313940338455,-0.00134994627557224,0.0024728378293979,0.00071304907407437,0.000506378888057914,0.000664393505667798,-8.9880330312759e-06,0.000350795736740386,7.35110297950378e-05,-0.000174016343699332,-0.000356840957870731,-1.6039330234349e-05,-0.000511763480398481,0.000397722382156322,-0.000139898985150687,0.000200294331260937,0.000375629057900199,-0.000400722380178962
"2015-01-02",0.00098285381818865,0.000478823058984581,-0.000737090459591765,-0.00141439978783614,0.00134692233531497,0.000639996516650682,0.000485193140158634,0.000776890432171101,0.000130664572033295,0.000229424921516302,0.000289041653502679,-0.000116142439137397,-0.000617428538709812,9.99963412804215e-05,-0.000221172554302799,0.000592396247052052,-0.000525542255840841,-3.20023673451503e-05,0.000285819798492102,-0.000298920908582495
"2015-02-03",0.00141672314730253,-0.000242510415400447,-0.000949449790019764,-0.000358330435961542,0.000381275155345329,0.000462830423261346,0.000594935371863424,0.00102092583340655,0.000101438526388389,7.24998623163544e-05,0.00018015339010442,-0.000464217354840991,-0.000433817488834928,-0.000674835249643176,-0.000298558912565457,0.00087402683638125,-0.000354767377665845,0.000181268189422117,0.000506252995804103,-0.000160392375695803
"2015-03-05",0.00146773829330242,-0.00011301103637275,-0.000743674124462957,-0.000276746109327515,-0.00116689803910783,0.000455015082100242,0.000411687988362929,0.00102909322209829,-1.41456759212459e-05,0.000276921197567511,0.000106720712766344,8.1273265438488e-06,-0.000513314492012815,-0.000402388799103597,-0.000207156228394421,0.000911543775201867,-5.56113852859267e-06,0.00020842278247677,0.000474814765539491,-0.000314699327934375
"2015-04-06",0.00142241786781873,-0.00045326873068916,-0.000791836637728603,-6.71110563291008e-05,-0.000973220842330182,0.000129907273522907,0.000269790709494597,0.000969527933096495,-0.00039941835984299,0.000251125056713154,-3.09597988274406e-05,-0.000111737596307034,-0.000553902337506542,-0.000289555606164044,-9.72716330397035e-05,0.00109174413177833,-3.49822255724983e-05,0.000236315633475738,0.000636164218068459,0.000285427963042401
"2015-05-05",0.000911854113798887,0.000259097568649083,-0.000517524545716406,0.000632160791299709,-0.000183758465942889,0.000138175792709614,0.000158709291106307,0.00108347726907665,-0.000481943361842379,0.000522952973346499,-0.000280425967604938,0.000522038395397083,-0.00068041177118022,0.000256236385012346,0.000175653304888208,0.000785804273059077,0.000181288840840644,-0.000131042123569987,0.000821699171423623,0.00165680320759726
"2015-06-04",0.000760344819694942,0.00018935032039432,-0.000570949950148458,0.000768574838659403,0.000242195110956002,0.000122046540615898,0.000135339837615992,0.000999099291530498,-0.000543138733169099,0.000616823826264133,-0.000210618875950202,0.000684057389778417,-0.000580037253908662,0.000444939955428748,0.000313636648763875,0.0008660502796745,0.000261894999197464,-4.31307357817592e-05,0.000747414210975513,0.00129194551993408
"2015-07-06",0.000755677052988678,1.61926552597631e-05,-0.000714816565691341,0.000630154835503521,0.000578781891651145,-2.7051331136088e-05,8.92748840851678e-05,0.00123592072549631,-0.000549561233638836,0.000687532596991158,-5.63353894006666e-05,0.000859523372492067,-0.000587171806400366,0.000534868002272268,0.000198151988415004,0.000975259172365772,0.000529276624202728,-0.000263347589745883,0.000977821840107308,0.00133664799846673
"2015-08-04",3.47748969918792e-05,-9.22213357301018e-05,-0.000184551079682199,0.00153082755002119,-8.48429107342229e-05,-5.55171153230134e-05,0.000124406864113474,0.00105107783677854,-0.000435741580633397,0.000997026782240172,-0.000314326128583685,0.000892324979970696,-0.000668403213405312,0.000964946099287016,0.000551256159578642,0.00110872892597303,0.000496112708556961,0.000144447265109618,0.00103211458628106,0.00246759100000212
"2015-09-02",0.000395939956999006,-7.69621821990987e-05,0.000179400257460942,0.00154058041531098,-0.000566030532110222,0.000473298433612989,-5.88889867058993e-05,0.00111060273696479,-0.000449095060707844,0.00107091797760492,-0.000528724282027785,0.000722793435585511,-0.000484154128607133,0.000515478375936013,0.000361970041439711,0.00110148695770693,0.000679801880172326,-0.000138907409816033,0.000544243537747005,0.0020854534731192
"2015-10-02",0.000254854988396404,-7.46108362296626e-06,0.000273413429674792,0.00186467647377252,-0.00012838428495623,0.00120092356163641,-0.000217065984719112,0.00121724935342938,-0.000452382462465814,0.00114440291676185,-0.00042553486928273,0.000466508506698343,-0.000389431145104098,-1.08325547180384e-05,0.00041439770703086,0.000951953624702082,0.000802253705093061,-9.4156494888837e-05,0.000675267751254545,0.00230466188989095
"2015-11-02",0.000204635601629589,0.000277736526430777,0.000695222942583949,0.00247448853702242,-0.000708720361114873,0.0013686080716104,-0.000205943811187257,0.000593902795658083,-0.000379334685684044,0.000632113419202402,-0.0005823217987116,0.000400224407740018,-0.000330405626401125,8.67445128359309e-05,0.000397734319890782,0.000787838089295827,0.000423564494540054,9.64783538185078e-06,0.000780012795654403,0.00271304121818121
"2015-12-02",2.01039437153895e-05,0.000581618151452092,0.00133259777047913,0.00279032299862981,7.66086612033401e-06,0.00190135826667961,-0.000412064108076734,0.000565354616664918,-0.000246830589379653,0.000751310701035598,-0.000613996385667611,0.000534901163157868,-0.000385580303162906,0.000310232757362987,0.000125084569711734,0.00120116323259239,0.000345990427773219,-3.2876854796852e-05,0.000806802041101341,0.00396969775174178
"2016-01-04",-0.00015951644754462,0.000701331083719788,0.00121655924305479,0.00268277832722733,0.000170435216478059,0.00210255835507648,-0.000406662678608105,0.000537707567300953,-9.94609077943014e-05,0.000522317078888323,-0.000477255451770817,0.000552150303311638,-0.000175640415618356,0.000206650240585779,9.64580619031813e-05,0.000997805591294687,0.000419007413163444,0.000178558377016209,0.000447833760189735,0.00353647809343713
"2016-02-03",-0.000505875209988353,0.00122628858195158,0.00141001083101644,0.001624647019547,-0.000587346355806589,0.001840767969466,-0.000391914359394318,0.000398142242743962,0.000302702402311683,0.00078025629065285,-3.1885179008313e-05,0.00069834941051247,9.6663968629054e-06,-4.59112512312982e-05,8.62499276026407e-06,0.000798586956872102,0.000445895622420337,0.000326602218736382,0.000309105102883338,0.00189027138331584
"2016-03-04",-0.000467179717375877,0.00104414865367183,0.0010743671652528,0.00185879926918503,0.000566954442703924,0.00189068220673891,-0.000122766524529582,0.000561167700058941,0.000357957605305202,0.000479112661835587,7.5999696093327e-05,0.000266420279868908,0.000118262207898234,-0.000218531998277382,-0.00030489720417989,0.000553982166310401,0.000134560417191615,0.000310628564450356,-2.23498974775493e-05,0.00236560354941271
"2016-04-05",-0.000490319883149362,0.00111911343618228,0.00116753634287445,0.00166445356840982,0.00122229803481879,0.00224189857798029,-4.90720387689799e-05,0.00039687309087758,0.000435854628501741,0.000618604024170031,3.74149841927357e-05,0.000178244774472015,0.00021957475319462,-0.000219501785465765,-0.000241799569618142,0.000641255508054706,0.000371253218495957,0.000557934021362272,-0.000260001588214268,0.00252671600252613
"2016-05-04",-0.000993068338217199,0.000294871012100691,0.00106285781731225,0.00194917277144143,0.0002411442632759,0.00210999934138407,3.77329261977259e-06,0.000747454255124692,0.000582066663740595,0.000653651073720498,0.000140246202893696,6.83333197756991e-05,0.000226820625903881,-0.000274271649338546,9.89149978939139e-05,0.000969991663676374,0.000326349997938768,0.000499216291715366,-0.00014250335976593,0.000894441343362858
"2016-06-03",-0.00104214110710898,0.000440945606012411,0.00101844966813524,0.00204168747317784,-0.000133785747951057,0.00317421763077261,-6.64701210002821e-05,0.000692466028373246,0.000608430792909318,0.000560456343610783,0.000211097751776532,4.97528475295443e-05,0.000368804327333327,-0.000397534605560449,0.000163906905653538,0.000649510680761931,0.00013664949737963,0.000463074103680906,-0.000402065685349679,0.000747271733561873
"2016-07-05",-0.00110305373016523,0.000516456820596739,0.00081770398732132,0.00193163351094578,-0.00073685453331716,0.00357183323980737,8.19158778679084e-05,0.000584528823324021,0.000867206315568152,0.000252825697717,0.000232153912408449,-0.000319045621173371,0.000646353573888686,-0.00088341926788261,0.000364852298760014,0.000531408900115528,-0.000303535408966207,0.000592457982328264,-0.000691706706419113,0.000398158169478946
"2016-08-03",-0.000294787424380857,0.000719713508755889,0.000688001481363995,0.00141075194843175,-0.000416645472097956,0.00414771055718668,-0.000148569897249722,0.000688933448780765,0.000877776293669343,8.43967111016627e-05,0.000504743113186811,-0.000326505881435138,0.000477644260199762,-0.000957309469956434,4.00156215335893e-05,0.000603361126044004,-0.000187390464468883,0.000192868355562354,-0.000968719817778353,-0.000767764097370203
"2016-09-01",-0.000489405273782311,0.000746039649039941,0.000452016059544777,0.00132592613118609,-0.000964132974198805,0.00388822587836061,4.37984836268593e-05,0.000463419371915222,0.00079882523352082,0.000158013767467987,0.000769097150314787,-0.000280893215056462,0.00038470626779715,-0.000639142164144391,0.000207224015000242,0.000293080438418624,-0.000153554059801279,0.000284971860894419,-0.000660365105746023,-0.000399571797699826
"2016-10-03",-0.000234496152306274,0.000569386635758576,0.000441786670870299,0.00147543684080046,-0.000869422213195557,0.00367756386615824,-4.30503605153423e-06,0.000385092677856014,0.000791023973211355,0.000198040478888278,0.000717568853493301,-0.000152790725205662,0.000325597777899318,-0.000554639178688659,-7.92157674792028e-05,8.35449034124376e-05,-6.11986626574808e-05,6.18988870353851e-05,-0.00073866623656525,-0.000384058724048488
"2016-11-01",-0.000166098946367246,0.000590991006998186,0.000364597052752343,0.00107022338120706,-8.78554968518665e-05,0.00372359542715362,-1.12746102106397e-05,0.000746641129776575,0.000564276686545892,0.000332182119080104,0.000575191734202908,6.99940749885761e-05,-0.000131488554343931,-0.000332465480611644,-0.000313082553992277,-1.7436503606202e-05,0.000217661923939904,8.4474690810596e-05,-0.000873608244549785,0.00101119592971828
"2016-12-01",-1.85247882919692e-05,0.000428421139357026,0.000150182932271693,0.000722576521866827,-0.000514342336640478,0.00435518556343361,0.000130697318259876,0.00119181299928386,0.000380267371408312,-0.000167329584190556,0.000389901524338014,-3.91494076946025e-05,-9.00321511637505e-05,-0.000393702706690619,-0.000110157995204,-9.69594638467199e-05,7.0227500689363e-05,-0.000122101498323842,-0.000756429522758992,0.000211677196243984
"2017-01-03",0.000438408296184716,0.000460760297911397,0.000324991244649511,0.000829836965448646,9.34480343548982e-05,0.00467120411422101,9.62676702348325e-05,0.0011038105137223,0.000542424337070793,8.87662855254905e-06,0.00030517846816053,-0.000128271123491192,1.31662753454757e-05,-0.000601598837071445,6.69704216372629e-05,-7.11492435163227e-05,0.000122964064399172,1.24033900898288e-05,-0.000321312519191074,0.00102329118338674
"2017-02-02",0.000886340351401207,0.000287989266505124,-4.01665075688016e-05,0.00149890663878969,0.00114106188142553,0.00525202640299703,4.25317623339058e-05,0.000907565804981567,0.000286984685666984,-0.00021202218880329,0.000214615843448694,-4.12545985698437e-05,-0.000394918785452999,0.000100893220986621,-5.7086302424296e-05,-6.15328642339645e-05,0.000138006049615651,-0.000295829603541172,-2.27538696608192e-05,0.00131245920413097
"2017-03-06",0.000855804623783109,0.000194683795512325,-1.24622925734615e-05,0.00102155511926446,0.000543899333220317,0.00427694293616084,5.52621761695379e-06,0.000792900471731092,0.000430311529825476,1.40317042872618e-05,0.000115280035602839,0.000432349270538159,-0.000615923237236872,0.000836473983016075,0.000212807875337874,0.000161349882754314,0.000156102222596853,-0.000448141305154812,-9.47897071622172e-05,0.000901036212969318
"2017-04-04",0.00084271796418344,0.000239217109189903,-4.48941764937421e-06,0.00132062721963163,0.000394628520917651,0.00406142679732743,-0.0001630325257449,0.000621892147945485,0.000428801089377513,-1.05286465439113e-05,0.000193990440545711,0.00044056978702039,-0.000542805121874776,0.000773742572642465,7.8136003308276e-05,-5.90691835542932e-05,0.000125726216736694,-0.000501352752827631,0.000149081640414055,0.000938510674423711
"2017-05-04",0.00130532896719328,0.000609507040420872,0.000497703348055632,0.000669098541661836,0.000701661933663331,0.00389831846882661,-0.00017003856956769,0.00066582683124925,0.000171626589133378,1.74535899097356e-05,-4.21959275935957e-05,0.000491462389398745,-0.00071964292409174,0.000933614248554248,-0.000382023712129975,6.32765447139267e-05,0.000136294185475007,-0.000398538265338032,-0.000134412050229861,0.0014630012931111
"2017-06-05",0.00127922915207375,0.000630423965674317,0.000516722781740281,0.00057808392751684,0.00133269713085939,0.0040428448527568,-7.60519348346592e-06,0.000679826193180895,0.00024094858015285,4.6775966720126e-05,-1.93522820623853e-05,0.00022685880098531,-0.000755468810936165,0.000783027066520833,-0.000654455056143291,0.000205593573550678,0.00038321451155691,-0.000233285463371034,-5.16059378523237e-05,0.00125456619537482
"2017-07-05",0.00121259250565596,0.000584291112856299,0.000414130754605897,0.000482516406748856,0.00130363965539168,0.00401930371254085,-8.80989614496841e-05,0.000623623509777742,0.000130368420705117,0.000254446107812833,-0.000120130130817286,0.000852677394113662,-0.00109381484068324,0.00142664823845455,-0.000663690034502986,0.000127775961293123,0.000617485310680781,-0.000328940919582544,-6.40238822848555e-05,0.000971897812103811
"2017-08-03",0.00105204787124126,0.000368057309096525,-4.76363675427914e-05,0.00037679526416172,0.00144716865465044,0.00442132818082374,9.58439716536567e-05,0.000733586304353796,5.10641635688282e-05,0.00036877767230276,-6.38450508006288e-05,0.000666495429816818,-0.000846706529983961,0.00109858349952068,-0.000574117875814938,-6.57358323457704e-05,0.000589902694162931,-0.000127276458428439,0.000210561039187234,0.00191347070465387
"2017-09-01",0.00110529977995374,0.000353296411923452,-5.22305097016785e-05,0.000131876029540269,0.00184701176772759,0.00377764894356629,6.51258097450522e-05,0.00107774201672794,0.000124106149134334,0.000319199976666834,-0.00010772605879467,0.000673765878303278,-0.00090925863704028,0.000877764286241912,-0.000393525626714819,5.48543434909658e-05,0.000536271427972462,-8.97142549763245e-05,2.97053553196614e-05,0.00151955190607995
"2017-10-03",0.000527553901462438,0.000294436436312372,-0.000102658851386631,-0.000362920383014812,0.00127565843847998,0.00341388612848279,0.000169712837704976,0.000900481011944066,0.000161104097178612,0.000211703503858729,-7.06243434270742e-05,0.000570267518792458,-0.000690811090814557,0.000699548535474977,-6.97646463730804e-05,0.00060919515914065,0.000478494143109017,9.36759520177605e-05,-1.10327162845684e-06,0.00121529933462923
"2017-11-01",0.000541004995125603,0.000223838551373409,-0.000233083805932078,-5.78564224729813e-06,0.00110513110267884,0.00336086817887542,0.000160803829887889,0.00105297371300634,0.000374464674360204,0.000245026678686575,-0.00031249270456248,0.000528796268555936,-0.000418877993112458,0.000639336259364867,0.000102532121884611,0.000827158508838066,0.000239835911963533,7.83011377233068e-05,-0.000137102589998452,0.00052398722616826
"2017-12-01",0.000406616244434821,0.000188681952785784,-0.000236554901487485,0.000173585756982808,0.000798204256084549,0.00149646829422626,8.16847873993916e-05,0.000683683698801385,0.000436331550466458,0.000446639254572497,1.11734812169068e-05,0.000506815153055126,-0.000363797829787306,0.000340986901871584,0.000306806044310627,0.000825248012001508,0.000315678209398489,0.000236252548850625,-3.64547845956989e-06,4.9949806451683e-05
"2018-01-03",5.92499292497195e-05,-8.50180092044817e-06,-0.000290868290548657,0.000105741445945601,0.000172295827955381,0.000852833390234516,0.000146786719108294,0.000557685460439241,0.000229985175764904,0.000371508871766038,-1.728180125533e-05,0.000381706134477591,-0.000347188254128957,0.000496718520223263,0.000104371046782295,0.00101432309864734,0.000163092930021604,0.000142066342061509,-4.2819061236495e-06,-4.45034519255867e-05
"2018-02-02",-0.000577865438258392,0.000150996173430965,-0.000266094659978814,0.000754195932990644,5.57840632422713e-05,0.00089931506542568,0.000196668199288469,0.000575069793478585,0.000215266439688777,0.000359920371847391,-0.000477813181078048,0.000651315026478823,-0.000358140638414547,0.000718117257178675,7.94319439533544e-05,0.000804231244981143,0.000690569420572647,0.00015639719815271,-0.000392161465459772,0.000953618067925309
"2018-03-06",6.82713133012114e-06,0.000464337960647618,-9.94896058417589e-05,0.00130690741197284,8.7856995570811e-05,0.00216426677427495,7.59254008536276e-05,0.00049562564666366,-0.000336229786637797,0.000340030391494205,-0.000757719469798794,0.000638286170682205,-0.000510618373362877,0.000703479140417618,-0.000236250509498291,0.000295807286875169,0.000915790597289579,-0.000121875058487809,-0.000529732326350752,0.00195774205680278
"2018-04-05",-8.70116884780751e-06,0.000493569201073038,-0.00016010082714894,0.000978390646852401,-0.000832859372101899,0.00200278202462702,0.000215585900758769,0.000842618177722006,-0.000196483079270536,0.000542839882361689,-0.000686169787707782,0.000655728812179156,-0.000483932147960751,0.000650894338814331,-0.000130408179442352,0.000347012068097351,0.00104186161720989,-2.84970087279468e-05,-0.000715030950938716,0.00171036926394582
"2018-05-04",0.000284363284310673,0.00056399175585198,-0.000419035255894443,0.00132275245830407,-0.000678266140355753,0.00238286112283172,0.000159603288788087,0.000802599368902032,-0.000296986723834967,0.00068327907956034,-0.000834570389741906,0.000553027369667736,-0.000405247229069457,0.000466157899348916,-5.052306624471e-05,0.000299287192299533,0.00121128626638935,-0.000272380403270089,-0.000663013513354726,0.00191490224270482
"2018-06-05",0.000288700976365154,0.000688269614934556,-0.000236291313738955,0.00134898824777622,-0.00151015262592169,0.00127894037569762,4.30041461960211e-05,0.000836441347448257,-0.000531548049765952,0.000735635854981184,-0.000843609618810013,0.00065348027699367,-0.000232132116013562,0.000603438167573144,0.00024442742561157,0.000409130567613088,0.0011977111294313,-0.000358700885176003,-0.000601515570091471,0.00225151973687558
"2018-07-05",0.000330721964674286,0.000673598010019711,-8.68678105437052e-05,0.00123953559986134,-0.00109587584785951,0.000845986341353723,3.52109437430032e-05,0.0007312397880399,-0.000503442306807941,0.000731666345152483,-0.000491166114175248,0.000281090348852699,-7.69271884644753e-05,0.000310910304115098,0.000176146131040965,0.000555731656582608,0.001171075738407,-0.000122543501408633,-0.000304403661702561,0.0027246652996786
"2018-08-03",0.000429564910943072,0.000755186628814842,0.000185659250926566,0.0015654846680084,-0.000967038424199952,0.000396898966807859,-1.46706695229998e-05,0.000648133312170715,-0.000339168210997708,0.000588679414470521,-0.000531432265710973,0.00064065810251957,-0.000300697335146914,0.000666921872741619,0.000476598901806915,0.000517823684682026,0.000944845044526957,-6.49636240183005e-05,-0.00021234728318823,0.00143904144521252
"2018-09-04",0.000478453543365637,0.000628322024863933,-9.54301768018598e-05,0.00188020332026374,-0.0019782324925056,0.000533162655956651,0.000100552754335847,0.000655395128531903,-0.000257875364895566,0.000557470359027406,-0.0006261065411599,0.000625901908447134,-0.000164732892442912,0.000688934554439729,0.000459697528946371,0.000644740241437977,0.000986592056058107,-0.000279442302366169,-8.5981601726033e-05,0.00153880899822781
"2018-10-03",0.000762986579830193,0.000616261678949674,-0.000257929941112446,0.00156193676805913,-0.00146196678523769,0.000451303280550733,0.00019534629493137,0.000746205161575665,-0.000159720630220029,0.000420155119926157,-0.000617449552335685,0.000560753082403656,1.23516613582695e-05,0.00048702020486711,0.000545869725650346,0.000348010933154806,0.000752871923324768,-0.000214937755543946,0.00021804220987267,0.00159344580594327
"2018-11-01",0.000656600507510083,0.000371481064013326,-0.000472278860863829,0.000809799469743771,6.86628698342141e-05,-0.000585739227934873,0.000355972966217354,0.0006978719477364,1.09408456909412e-05,0.000321023727813393,0.000197154931486546,0.000535795497892511,-5.31114198944324e-05,0.000253064017900541,0.000810761305496399,0.000210111155199857,0.000479883714758124,0.000149398570026114,0.000503671665423332,0.00105463516891376
